PR Number,Review Author,Review State,Submitted At,Review Body
24564,AleksandrPanov,CHANGES_REQUESTED,2024-05-29 08:02:55+00:00,"Tested with [benchmark](https://github.com/opencv/opencv_benchmarks/tree/develop/python_benchmarks/objdetect_benchmark) `--configuration=generate_run --board_x=7 --board_y=6 --path=res_chessboard --synthetic_object=chessboard`:

Before PR:
![6x7](https://github.com/opencv/opencv/assets/22337800/d83f8ded-db27-40dd-a86c-95ec0e546323)


After PR:
![6x7v2](https://github.com/opencv/opencv/assets/22337800/80ee70b3-c44d-4c69-be06-37fa007adda5)

There are more improvements than regressions, but additional testing needs to be done."
24564,thewoz,COMMENTED,2024-05-29 08:28:04+00:00,
24564,thewoz,COMMENTED,2024-05-29 08:32:14+00:00,
24564,thewoz,COMMENTED,2024-05-29 08:32:24+00:00,
24532,mshabunin,COMMENTED,2023-11-21 13:39:21+00:00,
24532,mshabunin,COMMENTED,2023-11-21 13:48:01+00:00,
24532,mshabunin,COMMENTED,2023-11-21 13:52:25+00:00,
24532,mshabunin,COMMENTED,2023-11-21 13:59:53+00:00,
24532,kallaballa,COMMENTED,2023-11-21 14:12:12+00:00,
24532,kallaballa,COMMENTED,2023-11-21 14:18:24+00:00,
24532,mshabunin,COMMENTED,2023-11-21 14:22:05+00:00,
24532,kallaballa,COMMENTED,2023-11-21 18:36:05+00:00,
24532,kallaballa,COMMENTED,2023-11-21 18:36:37+00:00,
24532,kallaballa,COMMENTED,2023-11-21 18:57:40+00:00,
24532,mshabunin,COMMENTED,2023-11-21 19:09:37+00:00,
24532,kallaballa,COMMENTED,2023-11-22 05:31:45+00:00,
24532,opencv-alalek,COMMENTED,2023-11-24 02:50:02+00:00,Try to implement the test first (follow TDD - test-driven development).
24532,kallaballa,COMMENTED,2023-11-25 01:55:43+00:00,
24444,opencv-alalek,COMMENTED,2023-10-24 12:17:05+00:00,
24444,kallaballa,COMMENTED,2023-11-08 06:03:58+00:00,
24444,opencv-alalek,COMMENTED,2023-11-08 18:00:22+00:00,
24444,vpisarev,COMMENTED,2023-11-08 21:10:40+00:00,
24444,kallaballa,COMMENTED,2023-11-10 10:57:32+00:00,
24444,kallaballa,COMMENTED,2023-11-10 10:58:59+00:00,
24444,kallaballa,COMMENTED,2023-11-10 11:05:25+00:00,
24444,kallaballa,COMMENTED,2023-11-10 11:41:32+00:00,
24444,opencv-alalek,COMMENTED,2023-11-10 14:53:27+00:00,
24444,vpisarev,COMMENTED,2023-11-10 20:04:29+00:00,
24444,kallaballa,COMMENTED,2023-11-11 02:06:59+00:00,
24444,kallaballa,COMMENTED,2023-11-13 05:12:33+00:00,
24444,opencv-alalek,COMMENTED,2023-11-21 16:02:51+00:00,
24444,kallaballa,COMMENTED,2023-11-22 17:44:11+00:00,
24444,kallaballa,COMMENTED,2023-11-25 03:20:45+00:00,
24444,opencv-alalek,COMMENTED,2023-11-30 18:01:27+00:00,
24444,kallaballa,COMMENTED,2023-12-03 08:58:44+00:00,
24444,kallaballa,COMMENTED,2023-12-03 09:07:06+00:00,
24444,kallaballa,COMMENTED,2023-12-03 09:45:08+00:00,
24444,kallaballa,COMMENTED,2023-12-03 09:58:45+00:00,
24444,opencv-alalek,COMMENTED,2023-12-14 12:35:23+00:00,
24433,asmorkalov,COMMENTED,2023-10-25 07:03:16+00:00,
24426,dkurt,COMMENTED,2023-10-23 13:08:12+00:00,
24414,dkurt,COMMENTED,2023-10-17 09:40:21+00:00,
24414,kallaballa,COMMENTED,2023-10-17 09:47:26+00:00,
24414,dkurt,COMMENTED,2023-11-13 12:02:53+00:00,
24414,kallaballa,COMMENTED,2023-11-13 17:19:15+00:00,
24326,opencv-alalek,COMMENTED,2023-10-18 20:56:34+00:00,Please add tests for related use cases here: https://github.com/opencv/opencv/blob/4.x/modules/core/test/test_opencl.cpp
24326,kallaballa,COMMENTED,2023-10-19 01:49:05+00:00,
24326,kallaballa,COMMENTED,2023-10-19 01:49:35+00:00,
24326,kallaballa,COMMENTED,2023-10-19 01:49:45+00:00,
24326,kallaballa,COMMENTED,2023-10-23 19:53:36+00:00,
24326,opencv-alalek,COMMENTED,2023-10-23 21:14:37+00:00,
24326,kallaballa,COMMENTED,2023-11-20 17:22:45+00:00,
24326,kallaballa,COMMENTED,2023-11-20 17:22:53+00:00,
24326,kallaballa,COMMENTED,2023-11-20 17:23:22+00:00,
24326,opencv-alalek,COMMENTED,2023-12-20 13:57:45+00:00,"Thank you for the update!

Could you prepare test cases which cover new code paths?

E.g, here: https://github.com/opencv/opencv/blob/4.x/modules/core/test/test_opencl.cpp (contains tests for `OpenCLExecutionContext`)"
24193,mshabunin,COMMENTED,2023-08-24 17:43:18+00:00,
24193,vrabaud,COMMENTED,2023-08-28 15:31:43+00:00,
24193,opencv-alalek,COMMENTED,2023-08-29 12:11:09+00:00,Do we want to pull oss-fuzz testing code from their repository and define set of tests here?
24151,opencv-alalek,COMMENTED,2023-09-16 00:33:33+00:00,"Thank you for the contribution!

Changes in OpenCV public API are under discussion in OpenCV team.
My thoughts about possible changes are below.

In general, it is not a good idea (anti-pattern) to create single GOD function with many modes of interpolations, coordinates, rounding, etc.
These modes are not going to variate in user applications. Modes are usually used with fixed values. So no need to define them as parameters. We could specify modes in function names.

Moreover it is very confusing to see some mode values in documentation which should not be used at all (e.g. `WARP_INVERSE_MAP` should not be used with resize - but it is here messing documentation)

So it makes sense to split resize API on several functions for single modes.
Advantage of that we could improve these functions more easily than single GOD entry point.

Also it is much easier to add a new function with new behavior instead of modification of existed one.

For example, we could use bicubic interpolation coefficient (-0.5 vs -0.75) in `resizeBicubic(..., double biCubicParam)`. We don't really want to show unused options in `resizeNN(()` or vise-versa."
24151,Ginkgo-Biloba,COMMENTED,2023-09-17 04:23:52+00:00,
24151,Ginkgo-Biloba,COMMENTED,2023-09-17 04:23:58+00:00,
24052,asmorkalov,CHANGES_REQUESTED,2023-08-02 07:32:57+00:00,
24052,asmorkalov,COMMENTED,2023-08-03 13:11:10+00:00,
24052,ivashmak,COMMENTED,2023-08-03 13:58:44+00:00,
24052,asmorkalov,COMMENTED,2023-08-03 19:01:13+00:00,
24052,ivashmak,COMMENTED,2023-08-07 18:47:33+00:00,
24052,lpanaf,COMMENTED,2023-08-08 15:12:24+00:00,
24052,lpanaf,COMMENTED,2023-08-08 16:38:52+00:00,
24052,asmorkalov,COMMENTED,2024-02-14 10:48:36+00:00,
24052,asmorkalov,COMMENTED,2024-02-21 11:22:22+00:00,
23960,asmorkalov,COMMENTED,2023-07-11 07:17:02+00:00,
23960,asmorkalov,COMMENTED,2023-08-07 15:52:11+00:00,
23960,asmorkalov,COMMENTED,2023-09-08 11:06:23+00:00,
23921,dkurt,COMMENTED,2023-07-04 12:46:17+00:00,
23921,chacha21,COMMENTED,2023-07-04 12:56:54+00:00,
23921,dkurt,COMMENTED,2023-07-04 13:31:13+00:00,
23921,chacha21,COMMENTED,2023-07-04 16:34:58+00:00,
23689,zihaomu,COMMENTED,2023-06-02 05:20:35+00:00,
23689,vpisarev,COMMENTED,2023-06-02 08:13:04+00:00,
23689,zihaomu,COMMENTED,2023-06-02 08:13:30+00:00,
23689,zihaomu,COMMENTED,2023-08-05 01:30:25+00:00,
23689,zihaomu,COMMENTED,2023-08-05 01:50:55+00:00,
23525,asmorkalov,CHANGES_REQUESTED,2023-05-23 10:23:48+00:00,The PR does not demonstrate stable performance improvement.
23334,dmatveev,COMMENTED,2023-03-14 11:59:24+00:00,
23190,AleksandrPanov,CHANGES_REQUESTED,2023-04-19 16:07:05+00:00,"@JonasPerolini, thank you for your work!

I think it's better to add a new parameter like `markersUncertaintyThreshold` to `DetectorParameters`. If the uncertainty of the marker is less than the threshold value, the marker is skipped. This solution avoids the API compatibility issue.

You have done tests for false positive results, but we need the rest of the tests. We need a dataset with ""ArUco"" markers to find the optimal value of the parameter."
23190,JonasPerolini,COMMENTED,2023-04-20 11:08:12+00:00,
23190,JonasPerolini,COMMENTED,2023-04-20 11:11:58+00:00,
23190,opencv-alalek,COMMENTED,2023-12-15 06:59:08+00:00,
22997,asmorkalov,COMMENTED,2024-03-04 12:28:01+00:00,
